text
427 860 106 9301 4 96 0 83
11614 367 185 15802 87 896 40 17
11837 860 105 16981 79 2132 16 50
15030 860 136 23566 76 274 38 97
462 860 93 645 4 2212 0 50
9800 860 236 5551 44 689 13 25
4402 860 88 7810 79 1469 16 50
11845 860 183 4760 79 96 16 50
8595 860 102 2977 79 1795 16 50
16831 860 160 2223 26 96 40 25
18071 860 234 5890 79 274 26 50
6340 860 185 6595 27 96 7 8
2475 860 103 11000 26 274 40 83
903 860 184 7806 7 858 34 3
20594 997 7 24884 21 274 40 49
4695 860 183 20585 79 751 16 50
18785 856 105 23040 44 1202 13 83
12664 252 182 11814 91 865 40 52
17084 860 213 10416 98 689 30 50
4727 860 202 17270 79 1425 16 50
3027 860 211 9886 76 2212 38 55
11872 860 237 5393 79 1376 16 83
14386 860 204 10585 87 274 40 55
14942 860 225 1237 76 2212 38 52
16204 860 202 1271 34 274 8 52
9459 296 213 12772 15 689 31 65
12902 860 184 16628 84 2212 31 55
10262 860 212 11352 11 1376 1 50
5414 860 87 21104 72 823 31 65
376 860 202 17093 4 2212 0 8
8213 879 106 7572 79 1469 18 50
13951 186 182 19168 68 1376 34 3
6817 168 213 16532 76 858 38 76
2475 860 213 6340 37 858 0 72
11950 860 204 10994 68 1376 34 50
11370 165 91 20835 87 1052 40 76
4276 860 184 11951 76 2212 38 52
12792 470 222 10960 81 274 34 3
5629 860 88 18605 72 1376 31 31
1970 860 91 7055 72 146 38 83
14723 860 185 17388 79 1104 16 50
7359 860 94 14112 72 1376 1 81
10667 860 110 15140 108 2212 46 31
10588 860 202 16946 31 858 35 65
11837 860 93 18357 79 2194 16 50
2544 860 102 13908 87 2132 40 31
9567 860 105 10462 110 1689 31 50
7607 860 91 15429 110 1689 31 50
20371 783 66 23744 5 60 16 16
5671 860 91 5884 87 1348 40 81
16826 860 113 15286 91 1689 40 36
15827 860 183 10049 110 1795 31 50
13310 357 212 21557 99 174 46 102
14388 860 203 13776 87 645 40 50
5683 860 208 18772 5 127 16 73
16674 860 106 8203 79 96 16 50
16614 860 213 14162 34 1795 8 92
7837 860 211 4737 93 1469 24 50
17827 860 183 15392 110 2212 31 55
745 860 103 4885 98 1795 16 50
21053 997 64 23881 79 2132 24 95
1481 290 218 17449 39 896 14 98
4498 860 93 20633 27 2012 7 3
2544 860 185 22485 93 2012 40 50
19877 860 202 21510 27 1376 7 50
19809 860 103 11232 79 96 30 83
12823 860 103 12061 79 689 16 83
19804 860 208 22541 79 96 30 50
314 860 234 14204 93 1795 12 83
3281 860 212 13626 93 1196 40 53
6780 860 158 11847 93 896 38 81
19539 860 211 12119 86 1469 35 76
10025 277 112 17065 4 896 0 56
17522 860 236 4893 87 1795 40 25
4038 860 209 15717 79 1101 26 50
12970 860 202 17425 83 1469 16 50
17614 860 212 11662 49 1795 40 50
16081 860 182 17232 79 274 16 50
8124 163 91 18751 110 2132 31 40
20864 859 49 24224 79 60 16 49
1595 860 88 9146 110 1795 31 92
2882 860 102 4586 26 274 40 50
9732 860 185 16392 79 96 27 15
10654 176 185 9706 77 2382 10 97
7515 110 222 2546 79 1469 16 50
11553 860 181 21346 6 896 13 83
3913 860 88 4523 110 645 31 50
3674 196 182 14689 99 2212 46 31
7506 860 106 21648 110 1689 31 50
20554 776 63 24738 68 26 34 30
17691 860 185 20513 79 397 29 50
13333 345 205 13784 21 645 40 27
17874 860 94 7756 5 1376 16 50
6340 860 182 7487 27 1376 7 31
3437 860 183 9369 79 2132 16 50
8057 860 114 15299 79 1142 16 50
9191 860 105 8728 79 96 25 83
8381 171 94 2064 110 2024 31 15
1198 597 218 6840 79 1469 16 50
14451 860 213 11726 87 1469 40 17
9110 860 222 4584 26 1795 40 83
17113 498 113 14766 57 274 39 11
2035 860 184 1681 110 1689 31 50
8716 860 105 8862 79 274 16 17
590 860 183 5808 6 645 13 50
693 860 132 4358 93 1689 0 83
514 323 229 1860 4 1448 0 50
11401 860 104 17108 15 274 31 15
1001 860 202 3167 79 274 16 65
3860 860 185 4114 26 2212 40 50
19194 256 183 3016 79 1376 16 50
1660 860 229 10041 80 2212 29 50
8253 860 218 15140 108 1348 46 31
5712 860 209 2405 37 2212 0 50
6438 860 224 16440 93 1969 40 69
14605 860 236 22325 79 689 16 50
21504 859 32 23917 80 3 19 49
6616 389 91 12427 72 2115 16 50
2553 860 103 17595 26 858 40 50
8624 860 213 8577 79 1469 16 50
12823 860 88 5006 79 1376 16 50
14203 860 185 5280 87 1795 40 50
10699 860 185 17954 79 96 16 83
3863 860 185 15487 110 1689 31 50
8165 860 95 10543 110 1689 31 50
12174 70 95 6808 72 2212 13 83
19603 366 183 14770 82 1376 39 55
21582 959 50 24499 79 299 16 49
15653 860 91 10642 110 1689 31 50
5850 860 213 4269 99 274 46 50
15171 280 202 20545 79 1856 16 50
10120 860 208 11552 82 1795 39 3
15586 101 213 22652 79 1376 16 50
18002 860 91 19714 110 858 31 83
13573 52 182 3114 41 975 14 98
11251 860 87 2515 72 2212 16 50
9776 860 91 5949 72 2212 40 53
9034 860 205 9368 79 1376 26 65
12538 37 105 11738 76 678 38 55
6735 860 88 10544 110 1689 31 50
3520 860 203 5235 23 1469 32 62
6386 860 218 6655 79 274 20 50
19384 860 103 9806 27 274 7 50
19804 860 205 7499 79 274 16 50
95 860 205 15084 4 1795 0 52
5698 860 183 6245 4 2132 0 17
3985 860 105 9900 49 1689 40 1
13926 860 218 9849 79 2212 16 50
3202 860 185 9067 88 274 12 17
14478 224 185 22312 49 2040 40 55
4695 860 185 22629 79 127 16 50
16830 860 229 1104 93 1795 7 55
7403 55 93 19610 110 1689 31 15
19019 860 106 10679 110 1689 31 50
19295 860 93 10621 110 1689 31 50
8247 860 118 22605 98 1394 16 50
16657 860 113 20630 13 2076 2 81
21054 859 60 24692 79 3 18 49
8101 252 201 17032 104 363 31 15
19544 210 91 13857 87 986 40 53
149 860 183 8017 79 2212 16 50
3247 860 182 16559 79 1376 27 81
13337 860 182 18034 87 274 40 31
18036 437 205 13991 26 530 40 32
2544 860 202 20818 87 578 40 50
15313 93 133 19671 71 274 12 65
2371 931 105 23532 110 1101 31 15
18294 860 205 6421 79 1795 16 25
10959 860 202 3042 98 1795 19 50
20865 859 70 24065 79 3 16 49
107 106 237 22498 19 274 6 11
7938 860 202 1123 79 1795 16 50
7559 860 104 8964 88 1689 12 83
16893 860 184 9790 62 858 35 65
876 860 209 890 79 2212 16 50
4465 860 219 21865 79 2115 16 50
6396 55 93 10961 110 1689 31 15
12890 860 203 12115 79 274 26 50
14251 433 185 13542 87 274 40 11
21444 997 57 23872 79 274 23 95
1636 860 105 9879 4 689 0 17
1659 860 204 10026 98 1376 16 50
18682 13 106 19797 44 896 13 83
8534 860 210 3770 79 1689 16 55
18919 193 93 21485 62 2212 35 76
5959 860 202 3007 79 274 16 50
11837 860 184 20457 79 2132 16 50
21487 996 61 24345 110 1376 31 0
3127 860 185 22711 52 1000 32 65
7475 860 105 13528 110 1689 31 50
14109 860 105 9031 15 1469 31 50
9693 45 103 13459 79 1469 16 50
9723 860 205 6483 79 1032 16 50
11061 860 183 6494 62 2212 35 55
10339 860 185 20066 60 2194 34 50
20705 803 50 24341 44 45 13 14
8683 86 210 8312 79 2212 16 50
6169 130 115 19537 93 1795 0 34
3537 860 103 12023 23 274 32 3
8864 100 227 1190 93 1795 0 17
20117 860 205 18163 79 1329 16 50
7528 860 104 18005 87 96 40 55
8774 499 203 22078 79 1795 16 17
370 860 88 8178 79 2212 16 50
1881 860 202 11456 79 1458 26 50
12480 860 213 7401 49 1795 40 17
4985 860 110 832 79 2132 20 89
8121 860 104 10474 110 1689 31 50
14280 860 88 13585 87 848 40 52
13226 860 88 462 44 274 13 83
15398 860 234 16743 79 2212 16 15
14837 860 220 15205 42 1195 12 53
12110 860 95 18329 87 701 40 76
9994 860 229 22427 82 1376 44 52
8744 860 203 871 79 1365 16 50
10176 860 185 18799 72 1348 46 31
14379 860 211 20868 87 1376 40 83
571 860 185 10558 110 1689 31 50
10484 252 213 12290 76 1689 38 72
2796 860 183 4621 110 96 31 77
11266 34 88 1772 110 689 31 15
17804 860 93 10442 110 1689 31 50
6860 132 133 5871 93 2040 38 11
17420 860 184 19813 79 689 16 50
8824 403 205 21127 26 1902 40 53
21465 859 57 24390 79 3 16 49
16728 860 184 2807 34 2212 8 92
15278 860 226 15225 82 274 39 55
10145 860 212 17971 87 1035 40 81
18411 860 88 15451 110 1689 31 50
3363 54 88 10321 41 274 14 98
16237 860 205 19555 79 274 16 50
6722 860 205 6983 79 274 20 50
3634 860 213 19412 93 1795 31 87
6642 181 103 14090 44 2132 13 15
16203 860 184 20542 79 2212 16 50
14226 860 91 12695 87 96 40 85
4898 165 95 1598 110 1376 31 15
17457 860 218 7910 79 274 16 50
12153 860 209 4325 97 1795 46 31
10140 452 130 20639 49 1140 40 23
4324 860 185 16871 34 1469 8 50
19232 71 105 19912 44 2212 13 83
1537 860 93 1157 4 274 0 1
14717 860 185 20465 79 127 16 50
14440 860 213 20796 26 518 40 78
17214 162 102 12153 57 689 39 11
19554 860 185 8583 79 2132 16 50
7469 258 181 22737 79 2132 16 50
4790 860 236 5431 79 274 19 50
7371 410 184 9497 87 1795 40 62
21600 810 1 24205 4 45 0 0
215 860 185 23365 13 1689 2 25
6457 860 213 21567 34 431 8 89
1387 324 110 1141 82 1439 44 32
16676 860 219 13397 79 1996 16 83
7442 372 203 1762 84 896 31 15
15865 860 219 7288 5 274 24 48
1770 470 229 21476 26 1795 40 23
8758 362 220 7093 79 1469 16 50
7136 860 118 5910 5 1469 18 50
19513 860 185 19841 86 1376 35 65
679 169 185 14038 87 633 40 53
6650 23 183 15829 99 274 46 15
12739 321 118 12322 76 104 38 81
2428 860 93 20135 110 1376 31 58
12765 860 105 21780 100 689 15 50
8049 860 106 9988 5 274 16 31
12404 860 185 11491 82 1376 39 50
7886 860 104 12447 110 1689 31 50
15115 860 205 11237 79 1795 29 6
9798 860 219 20915 110 2132 31 31
15015 860 183 8777 80 1783 42 50
11810 860 225 12091 79 274 16 15
14011 132 131 17318 98 2212 16 50
19933 860 204 18713 26 1445 40 83
10034 860 210 18723 60 1795 34 36
11728 860 222 9919 98 590 19 50
19251 385 173 6287 90 896 38 81
4118 860 213 16402 79 274 16 65
8078 860 102 19251 100 2115 15 48
19904 860 205 10641 110 1689 31 50
14919 223 185 12617 11 1791 1 58
8577 860 184 6941 79 274 16 50
15703 860 105 23277 44 1469 13 83
15794 19 106 22553 76 1028 38 77
14388 364 212 19402 49 689 40 3
492 211 102 17088 4 2132 0 15
8169 860 185 20001 103 2132 47 98
17246 397 103 9800 95 274 42 73
1717 860 133 15018 93 274 13 50
6310 860 227 4325 108 1469 46 31
10144 470 222 21765 87 1126 40 25
11570 860 130 12764 93 1795 12 83
16900 197 182 9340 87 980 40 98
14842 860 202 18811 98 858 18 50
13 860 183 2569 79 1469 16 50
6874 860 191 20610 31 1376 33 81
16667 860 183 8570 98 1469 16 83
2860 67 181 18364 76 162 38 52
5283 860 213 9668 13 96 2 76
8266 860 202 7635 26 1000 40 50
3789 54 88 4397 72 896 31 15
6509 860 182 11085 93 2379 13 50
16909 860 234 14246 87 1795 40 50
9188 860 103 20626 46 1795 14 98
540 860 185 14982 4 2212 0 83
9601 860 213 5551 44 1469 13 50
17268 860 181 14948 79 2212 16 62
375 860 181 1226 4 2212 0 55
14989 860 202 19741 79 96 20 50
18648 321 210 6356 5 1795 16 17
8595 860 211 8557 79 274 16 50
16926 860 202 13268 79 1469 27 50
12322 860 156 6957 34 1795 8 25
2402 285 104 19340 98 1376 16 17
21454 859 80 24287 79 45 16 49
14184 860 158 13609 93 410 40 83
10538 247 91 17697 62 698 35 65
3437 860 131 3915 98 2212 16 15
2544 860 103 5544 26 1795 40 50
1515 323 205 5875 93 896 40 17
12542 860 113 11737 76 1365 38 11
20204 860 205 13744 79 2040 16 50
15959 860 88 23482 68 1469 34 62
7813 39 94 19778 44 2132 13 50
13811 860 113 12948 72 1469 19 50
12848 860 203 9725 5 274 16 50
10386 860 183 9514 60 1795 34 50
6919 860 203 17406 79 1469 16 50
14826 860 229 13367 79 1795 18 83
17808 860 183 15497 5 2212 25 50
14982 860 213 5403 79 1469 16 50
12249 860 182 11373 75 2212 40 81
6784 860 229 17531 93 1376 40 55
3560 165 103 5587 23 1091 32 62
14277 860 102 22574 87 689 40 50
15185 860 202 9872 79 96 16 50
10585 271 95 9018 31 674 35 65
7593 860 181 7055 57 274 39 83
12864 860 202 12113 79 1795 16 3
17048 860 183 10138 62 1376 35 83
2107 40 93 17545 72 2040 31 15
16536 860 222 22584 51 96 12 17
4130 860 184 13361 11 1795 1 50
7043 59 94 20137 110 1376 31 15
13138 860 103 20393 79 2212 16 83
13526 163 91 2290 4 1110 0 17
12156 860 183 4325 97 858 46 31
18619 274 205 16179 5 896 16 50
17232 860 103 7826 91 1795 40 50
8519 860 182 703 44 2212 13 72
12450 860 218 21672 60 274 34 17
4760 860 213 1246 13 1795 2 83
15179 860 213 8532 79 274 16 50
1937 319 185 9584 4 1101 0 1
4870 860 113 15358 79 1469 18 50
17670 860 222 2944 79 274 27 50
16419 860 211 8199 79 274 16 1
9640 860 184 10372 79 1795 16 50
6613 860 226 3165 80 2212 25 50
12302 860 94 2505 98 1469 16 50
3306 860 222 14671 79 274 16 50
15935 860 105 7946 79 858 16 50
3153 860 213 1058 13 1795 2 92
13163 860 91 17033 110 1795 31 50
11759 860 205 21394 79 2212 16 50
11323 364 185 13911 87 2013 40 17
5706 860 185 21059 98 274 16 50
2601 366 219 19149 49 2132 40 55
16919 860 212 16337 79 1469 16 50
19888 860 91 20341 27 1376 7 50
17601 860 183 10556 110 1689 31 50
19804 860 181 7488 27 96 7 83
15792 860 183 545 76 149 38 11
8595 860 202 22773 79 689 16 50
14131 860 183 2247 87 689 40 15
1682 76 205 19195 21 2102 40 53
6170 860 176 18651 93 2212 13 73
2462 860 88 2206 26 274 40 83
17514 313 185 20168 110 1689 31 15
19429 175 184 16530 76 2086 38 76
2455 860 88 7781 87 2212 40 50
6535 860 183 5816 44 2170 13 83
11921 860 185 17233 79 2341 16 50
21337 997 54 23922 104 274 31 49
13154 860 155 4327 108 1348 46 31
6674 860 103 21237 79 1689 30 50
15140 860 213 16522 5 655 24 50
15610 860 234 9815 79 274 16 50
12693 860 213 11968 80 1554 42 17
2475 860 105 15899 87 1795 40 17
18395 860 113 7162 44 1795 13 50
4324 33 91 18174 34 290 8 72
4767 177 182 18374 79 1795 16 50
1310 860 202 13090 11 1013 1 50
3074 163 95 18274 110 896 31 15
13485 32 87 20722 72 2063 38 11
1397 860 184 20984 31 274 35 92
12169 860 213 7059 34 259 8 83
19384 860 205 5124 27 2132 7 83
7743 860 236 15140 108 858 46 31
20822 859 0 24810 44 3 13 75
2826 860 229 6247 93 274 0 69
3384 860 106 14740 4 96 0 17
13157 860 93 7055 110 1795 31 92
6019 860 106 8085 79 96 16 50
8456 860 106 14211 110 2212 31 15
19656 177 106 17123 4 96 0 58
3242 860 220 3384 79 1110 24 50
17606 93 229 2622 79 1469 16 50
17581 860 88 1747 110 1689 31 50
21184 859 54 23659 79 60 26 49
16246 860 205 10398 79 1795 16 83
11578 860 158 8667 6 1795 13 37
13577 860 219 17448 39 689 14 98
6644 860 234 2821 79 2212 25 5
17305 860 205 13440 44 1591 13 83
20676 941 3 24724 110 1376 31 14
3702 860 104 21434 103 96 47 83
7476 860 93 14299 110 1689 31 50
19646 860 222 21161 79 274 16 50
17497 860 88 10766 79 2132 16 50
11700 860 213 20573 5 274 18 50
11334 860 88 14539 79 1795 26 50
12196 860 160 7352 79 2115 18 50
12952 402 219 3071 84 274 31 73
15316 133 222 19501 93 96 8 27
12867 860 182 5411 79 96 26 50
17221 150 234 14007 57 274 39 52
7587 860 205 15411 79 1689 16 50
14739 860 155 14156 4 96 0 25
9861 860 202 7865 82 2031 39 76
10858 860 185 2176 79 1795 16 83
8396 860 93 7064 110 1689 31 50
19065 860 209 22042 79 2132 16 50
10903 860 244 9105 93 1469 13 31
7189 173 106 19221 110 2300 31 15
6560 860 106 21984 44 1054 13 83
8373 860 104 2061 110 2212 31 15
13645 860 205 13305 79 2212 16 50
15608 860 184 12084 79 2132 16 50
2002 23 106 18766 110 1376 31 15
16168 860 104 8289 79 274 16 50
6567 860 88 5551 44 2132 13 83
19023 860 205 7981 79 1795 16 50
2544 860 220 4271 26 1795 40 31
5436 860 184 10513 110 1689 31 50
15142 860 113 15569 63 274 12 50
4885 860 202 11183 86 1795 35 83
20162 860 95 16597 110 1689 31 50
13238 860 183 14267 110 274 31 17
18485 202 95 19423 38 2055 12 17
7902 860 91 10498 110 1689 31 50
21149 859 1 23924 67 82 36 49
18461 860 94 2702 79 858 16 50
10154 860 204 20650 44 274 13 55
13161 13 91 12348 110 1469 31 15
17852 364 182 3621 5 1795 16 50
18367 320 221 1660 44 1376 13 15
5310 315 181 3109 30 1795 10 83
12697 860 213 3851 80 274 25 50
1179 860 220 2433 79 1469 16 50
998 860 221 1028 79 1469 16 50
21228 997 8 25092 62 1316 35 63
14585 860 209 10837 79 274 16 50
5229 846 149 13655 93 274 40 47
1089 860 227 4623 26 1795 40 65
17271 860 113 10217 79 2212 16 50
1715 860 220 18708 21 1376 40 55
1382 860 228 1139 15 1376 31 15
7594 860 93 16624 110 1689 31 50
11670 860 185 9855 79 2212 16 83
13032 860 202 15632 110 1795 31 65
6324 165 95 22019 91 1795 40 17
17896 860 182 15140 108 1469 46 50
85 860 237 4018 79 274 16 11
15550 860 184 16883 79 689 24 50
20346 859 59 24361 79 3 19 49
19915 345 204 16830 79 274 16 50
16024 860 104 14485 79 274 16 50
887 860 181 2931 79 1795 23 50
4245 860 219 4592 87 1795 40 11
15118 200 104 9755 27 2212 7 50
6157 860 218 22033 4 1458 0 1
10726 403 212 926 79 807 16 50
17670 860 203 15647 79 274 16 50
9741 860 184 10823 79 1101 16 50
11220 860 87 2527 79 1795 16 50
4619 352 113 17528 93 1795 40 73
19819 860 182 6592 79 274 30 50
16798 860 182 9249 79 96 16 83
19162 164 95 17119 4 1376 0 15
5957 860 184 16083 79 2132 16 50
8091 860 213 8438 79 1469 16 50
21186 859 60 24255 79 3 26 49
14135 860 93 2255 26 274 40 50
18077 860 185 15714 79 274 27 89
17710 152 213 21866 79 274 29 50
13348 171 106 13802 110 689 31 15
3663 254 204 7655 49 1795 40 102
14280 860 91 5418 87 274 40 25
6984 860 185 1204 4 2132 0 83
2038 58 93 7526 110 2212 31 15
12888 860 205 9328 76 96 38 83
11583 860 213 21348 69 858 31 17
4895 27 95 17766 110 2013 31 15
3264 860 132 10025 79 274 16 50
1386 860 202 1257 76 2132 38 83
9815 860 225 9229 11 274 1 17
16227 177 184 9217 79 1469 16 50
8335 278 202 14377 50 2132 2 8
13168 860 106 12466 44 1376 13 83
1292 215 182 19464 7 1376 34 3
5704 860 156 4327 108 1365 46 31
2475 860 181 20062 87 382 40 50
5458 860 94 14690 44 2212 13 72
18081 860 184 7251 79 1376 16 50
5983 601 181 12349 41 2128 14 98
11547 860 181 21046 79 274 16 50
18170 860 91 18941 79 2212 16 50
21355 859 63 23584 98 49 20 48
17044 860 213 5472 34 1469 8 89
6535 860 183 14696 44 274 13 50
11837 860 185 9861 79 1689 16 62
13046 860 222 12789 110 504 31 11
18220 860 113 10432 69 1559 31 11
6637 167 95 14401 44 274 13 81
9656 14 93 5960 5 1373 28 27
4105 860 203 13457 79 1202 18 50
9584 860 106 18892 79 127 16 50
3531 317 105 4037 60 274 34 73
17931 860 183 15543 91 1795 40 83
19045 860 103 16478 79 274 16 50
11309 195 103 19301 87 274 40 31
7121 165 94 19190 87 2212 40 53
7009 75 104 14058 87 426 40 17
3755 860 218 15140 56 2212 46 31
16291 323 205 15700 79 1961 16 50
11692 860 227 16375 98 1469 18 50
10300 860 202 4470 61 2176 34 83
18306 127 219 20456 79 2269 16 50
19277 860 93 7899 110 1689 31 50
20253 860 91 16790 79 2212 16 31
11084 860 102 15702 79 2032 26 50
13099 860 213 16489 79 274 20 83
12132 860 104 8183 79 1371 16 50
19581 32 87 9029 5 1360 24 48
16692 860 202 16319 79 274 18 50
15523 860 220 1029 5 2212 24 50
1134 860 113 1075 87 1720 40 52
6034 860 134 8587 79 2212 25 50
16873 860 219 18792 79 2194 26 89
12998 860 204 12151 79 273 26 83
20103 860 105 2721 79 96 16 50
4754 860 219 4759 79 274 16 50
18874 860 213 14913 5 1795 16 50
10468 860 182 21107 79 274 17 50
17049 860 183 14688 62 1795 35 65
17419 860 203 8672 79 1388 16 50
1254 860 156 6536 76 2132 38 83
6340 860 203 7494 27 1469 7 31
4349 860 112 16436 34 274 8 50
9947 335 213 21607 26 182 40 81
4815 860 183 16097 79 274 27 11
11205 860 202 8143 79 2132 16 50
3369 402 95 18426 93 1689 0 1
7708 860 201 4132 79 509 27 65
14264 250 184 20048 87 896 40 52
7747 860 104 9999 79 426 16 50
7738 860 219 21335 82 1376 39 89
20740 1012 72 24095 79 1407 16 49
10334 860 106 5748 60 1795 34 50
2240 860 212 9712 86 1469 35 83
7315 860 93 23104 87 343 40 50
15270 860 204 9072 26 1795 40 3
2380 860 185 2175 98 1469 16 50
2416 860 210 2399 98 2212 16 50
1867 368 225 18692 79 1875 16 17
4086 51 91 18823 110 96 31 15
7060 35 105 3389 56 1875 46 102
10914 860 213 3107 93 1689 40 76
17469 860 184 21085 79 2212 25 92
14974 860 110 16205 93 1469 16 50
4813 860 209 15140 108 2132 46 31
1840 860 183 67 27 1689 7 8
5548 860 91 18715 110 2132 31 83
6340 860 183 6636 27 2212 7 83
12859 252 103 19647 79 274 25 50
2686 860 105 4596 87 1888 40 83
4408 860 182 19086 79 1573 16 50
10825 860 213 18800 110 259 31 83
15712 860 210 18152 5 274 24 50
20128 860 88 18945 79 2212 16 50
2475 860 105 16779 87 96 40 83
8667 860 203 7888 79 1300 16 50
14388 860 183 21950 87 1269 40 83
21044 997 75 24285 99 1376 46 30
13405 860 236 3149 79 274 19 50
2613 860 103 14693 26 1795 40 50
14773 860 183 802 79 1481 23 50
814 860 202 4123 79 2212 16 50
9104 167 104 6135 21 2260 40 3
4141 860 93 6243 37 96 0 50
12320 860 221 9932 5 544 24 50
15242 860 236 720 72 1795 31 83
2544 860 227 2240 87 2132 40 50
10303 860 106 20818 87 689 40 50
13191 860 185 21490 44 1752 13 83
5423 169 182 13570 87 2308 40 25
12806 860 102 11536 82 274 39 52
6406 860 95 6685 9 1923 47 98
5927 397 88 17885 72 1101 31 40
3082 860 184 15885 39 1795 14 98
9228 860 219 5762 5 2132 24 50
17651 860 202 15336 23 274 32 55
2379 860 184 774 98 1376 25 31
3455 860 211 11959 79 1458 16 65
19892 860 95 16627 87 1689 40 50
2295 860 106 13777 26 896 40 17
7982 860 202 16711 79 274 16 50
10888 436 209 13903 55 1795 12 17
3996 860 204 9703 79 1521 27 89
3046 254 105 3198 87 210 40 53
7901 860 106 7531 110 1689 31 50
10242 860 105 22877 87 2179 40 83
12450 860 213 4602 60 1795 34 17
4995 860 105 17430 79 1469 20 50
12477 860 106 21748 76 1795 38 17
7240 860 87 20885 26 689 40 50
21645 859 5 23914 92 49 15 49
12923 860 185 22794 79 645 26 50
11518 171 95 20216 110 2013 31 15
18980 860 88 19328 72 689 38 11
6420 860 213 2803 95 1448 42 25
1374 860 202 20818 60 2212 34 55
14280 398 181 3914 87 882 40 73
8626 860 183 8358 79 1795 16 50
6347 860 105 12405 44 96 13 83
10644 860 183 16975 79 274 16 50
18933 860 202 21106 79 1795 16 17
5315 860 91 15060 4 1376 0 83
57 860 235 20 79 274 16 50
21183 859 63 24976 79 3 16 49
13639 860 185 8926 62 1376 35 50
12212 860 221 16322 5 2132 24 50
3655 860 103 9968 26 274 40 52
16700 860 185 21810 79 2212 16 50
17893 860 113 7982 79 1469 16 17
7731 175 184 23369 79 689 16 48
13072 860 184 5159 79 274 16 50
3563 860 102 4470 23 274 32 83
18425 860 212 21091 27 274 7 50
14388 202 103 12327 87 920 40 81
12090 860 212 8957 79 1795 26 50
12581 860 221 15140 108 2132 46 31
10158 860 244 16418 37 274 0 92
6340 860 103 7496 27 2132 7 73
10339 860 106 5599 60 1689 34 31
12286 860 106 3568 21 1469 40 81
11520 860 213 8718 79 1689 17 73
11262 476 131 15701 79 2212 26 50
8236 860 105 14854 79 274 16 83
13561 860 183 20032 87 403 40 23
15913 860 106 14355 95 645 42 83
10699 860 105 5433 79 274 16 50
8335 860 183 14810 50 96 2 83
13468 860 202 15498 110 1689 31 50
17993 860 104 13127 110 1795 31 3
441 860 183 15040 4 1795 0 83
2475 860 91 19413 87 2132 40 50
13837 860 236 12962 79 2212 16 76
11837 860 103 16982 79 96 16 50
1965 860 204 12030 49 2212 40 83
10721 860 210 9729 79 274 18 50
19031 254 213 6020 76 2212 38 11
4437 860 203 18457 79 1469 16 50
11046 860 213 1815 15 1376 31 92
6680 860 105 1829 79 1672 16 94
9498 476 212 21125 79 1469 27 50
