text
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
87 9 2
69 12 0
50 0 3
28 5 2
73 15 3
35 7 2
67 0 0
39 14 3
4 4 2
84 8 0
15 3 2
0 0 3
59 5 0
75 12 2
89 0 3
79 0 2
33 7 3
20 6 2
24 13 3
10 0 2
93 0 0
58 11 3
7 9 2
71 12 3
23 2 0
48 0 2
45 5 0
64 0 2
37 14 3
16 3 2
2 0 3
60 5 0
90 0 2
81 0 0
43 7 3
54 6 2
26 13 3
12 0 2
95 0 0
55 11 3
8 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
65 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
93 0 0
58 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 1
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
91 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
71 12 3
23 2 0
47 0 2
45 5 0
64 0 2
37 14 3
18 3 2
2 0 3
60 5 0
90 0 2
80 0 0
42 7 3
52 6 2
27 13 3
12 0 2
93 0 0
62 11 3
86 9 2
70 12 0
49 0 3
31 5 2
77 15 3
36 7 2
66 0 0
41 14 3
5 4 2
83 8 0
14 3 2
1 0 3
59 5 0
76 12 2
89 0 3
78 0 2
34 7 3
21 6 2
25 13 3
10 0 2
95 0 0
56 11 3
6 9 2
